Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata (Next Sem),Kategori Performa,Kategori Performa (Next Sem),Jumlah Ketidakhadiran,Persentase Tugas,performance_trend
54,45,54,60,51,56,58,49,52,49,50,47,49,61,49,54,52.37,57,57,63,68,52,60,65,44,56,51,59,54,51,68,59,51,57.19,Low,Low,8,35,Stable Performance
51,59,60,58,55,52,47,63,50,57,59,51,59,57,62,51,55.63,52,59,54,53,55,52,49,63,51,59,61,42,56,55,63,50,54.62,Low,Low,10,37,Stable Performance
56,60,64,63,61,53,65,72,65,66,65,65,67,65,61,59,62.88,68,61,67,65,62,63,67,79,66,70,78,69,76,65,61,60,67.31,Low,Low,8,43,Stable Performance
60,63,60,63,64,66,68,62,55,60,62,52,68,62,63,68,62.28,59,63,66,63,64,67,62,64,56,64,59,51,68,63,64,67,62.5,Low,Low,6,31,Stable Performance
58,64,61,60,57,70,59,65,52,67,67,62,60,63,73,52,61.88,59,67,62,62,55,74,59,66,53,65,67,58,62,65,76,51,62.56,Low,Low,9,53,Stable Performance
66,57,62,60,60,62,56,67,53,64,60,56,63,54,62,55,59.72,72,67,72,69,64,69,60,64,55,71,68,63,64,60,69,54,65.06,Low,Low,11,54,Stable Performance
59,52,54,58,53,56,49,60,65,71,57,61,48,64,60,54,57.57,58,51,53,57,51,57,53,57,62,67,59,63,45,68,63,54,57.38,Low,Low,8,27,Stable Performance
67,60,59,64,56,66,56,56,57,65,58,54,58,61,55,55,59.21,65,62,55,70,51,63,51,57,54,66,59,56,54,60,60,52,58.44,Low,Low,9,46,Stable Performance
72,57,60,60,59,65,66,60,55,68,61,70,50,62,71,60,62.27,71,61,63,61,57,68,69,64,53,73,64,72,49,63,68,62,63.62,Low,Low,10,40,Stable Performance
55,58,54,55,55,53,63,59,58,60,55,53,53,56,51,54,55.74,56,61,57,71,54,55,63,61,65,58,57,56,60,60,59,62,59.69,Low,Low,11,51,Stable Performance
67,80,55,68,78,70,73,70,66,58,70,65,65,67,78,81,69.56,74,80,54,68,71,70,75,71,67,57,64,63,67,68,79,83,69.44,Low,Low,10,54,Stable Performance
63,60,56,65,71,61,50,66,67,54,63,65,62,58,67,60,61.95,71,62,59,66,72,65,56,77,71,52,72,74,65,57,72,63,65.88,Low,Low,7,45,Stable Performance
47,44,60,57,54,52,51,49,52,43,50,52,57,54,58,61,52.64,47,53,66,63,64,55,58,57,46,44,58,56,55,57,67,67,57.06,Low,Low,7,48,Stable Performance
69,66,63,58,67,72,65,73,56,58,68,65,70,63,59,62,64.5,70,65,59,59,65,70,64,74,57,62,67,61,66,58,61,64,63.88,Low,Low,11,52,Stable Performance
47,49,60,59,57,47,53,49,61,52,50,55,52,63,51,48,53.4,48,56,68,60,62,50,63,52,69,57,58,58,56,66,56,56,58.44,Low,Low,6,32,Stable Performance
53,64,61,57,70,67,64,71,67,60,59,68,66,65,60,67,63.61,64,69,65,65,76,73,70,78,71,62,66,70,72,63,65,76,69.06,Low,Low,7,35,Stable Performance
62,65,73,62,58,61,71,67,65,63,68,62,67,62,61,63,64.41,66,70,80,69,66,69,84,72,71,68,73,66,69,63,67,63,69.75,Low,Low,8,49,Stable Performance
54,56,57,37,52,54,63,50,57,63,49,58,52,53,52,52,53.79,60,58,58,49,64,60,76,52,64,71,57,63,56,57,55,63,60.19,Low,Low,9,26,Stable Performance
78,69,70,67,57,67,70,61,70,68,74,63,59,63,72,56,66.51,88,83,76,74,64,73,69,63,74,72,80,66,58,69,83,59,71.94,Low,Mid,5,74,Significant Increase Performance
52,63,60,62,67,59,53,72,57,57,68,60,62,64,67,60,61.43,57,61,61,67,76,70,55,76,55,55,66,64,68,74,76,65,65.38,Low,Low,8,49,Stable Performance
72,53,68,60,71,65,61,67,69,67,59,62,64,64,68,54,63.96,74,54,69,62,76,71,64,66,73,79,65,68,65,68,75,59,68.0,Low,Low,11,26,Stable Performance
71,68,65,66,68,51,66,65,72,65,68,77,74,74,67,72,68.25,68,69,67,65,66,53,65,60,73,59,68,75,75,74,68,69,67.12,Low,Low,10,29,Stable Performance
58,58,61,56,66,58,62,66,64,52,61,63,63,53,55,64,59.97,54,50,67,57,69,62,59,67,64,54,56,64,64,52,50,68,59.81,Low,Low,9,52,Stable Performance
52,55,64,56,53,52,58,50,55,58,63,60,53,62,55,50,55.87,49,53,62,56,54,56,58,51,61,57,69,63,53,58,54,45,56.19,Low,Low,6,26,Stable Performance
55,63,56,56,64,48,49,47,57,56,63,57,54,56,56,47,55.28,56,63,55,54,61,50,52,51,57,58,66,48,55,56,56,45,55.19,Low,Low,9,38,Stable Performance
69,59,57,59,59,55,53,59,58,52,63,57,60,63,56,58,58.53,66,56,56,63,57,55,61,63,56,53,62,60,62,58,52,59,58.69,Low,Low,7,38,Stable Performance
64,56,60,60,55,71,53,53,66,63,54,63,67,59,73,51,60.5,71,57,72,65,66,79,61,58,76,72,60,72,70,58,79,57,67.06,Low,Low,8,43,Stable Performance
65,68,66,61,60,64,66,65,67,57,61,57,60,67,62,75,63.68,78,74,73,68,71,75,73,76,81,67,73,68,68,85,76,89,74.69,Low,Mid,7,69,Significant Increase Performance
62,62,62,58,61,67,62,57,57,59,62,67,55,60,62,52,60.34,61,60,60,56,58,63,64,58,58,58,62,62,54,58,60,49,58.81,Low,Low,7,37,Stable Performance
60,61,60,65,63,61,66,73,72,55,67,63,65,62,65,65,63.97,60,61,62,60,59,64,63,77,74,56,69,68,66,62,68,65,64.62,Low,Low,6,38,Stable Performance
57,56,58,61,63,64,58,61,65,66,60,59,61,54,59,64,60.38,58,66,60,58,72,69,66,62,66,70,62,53,62,55,55,67,62.56,Low,Low,8,39,Stable Performance
70,66,68,63,71,67,66,65,67,65,71,65,75,75,63,68,67.81,66,63,64,60,71,62,68,69,71,60,70,66,78,75,61,70,67.12,Low,Low,7,39,Stable Performance
55,57,69,57,60,61,54,54,53,54,44,61,69,59,52,55,57.27,63,61,73,63,72,69,59,59,59,59,50,69,87,62,57,67,64.31,Low,Low,11,30,Stable Performance
71,69,78,78,68,77,81,83,88,69,88,72,71,75,71,76,75.84,70,64,80,77,61,78,81,86,84,72,88,71,72,69,73,78,75.25,Mid,Mid,4,67,Stable Performance
57,62,70,63,64,66,69,55,66,62,64,68,57,58,53,60,62.08,57,58,69,60,62,64,74,54,67,61,65,64,54,59,51,62,61.31,Low,Low,10,29,Stable Performance
62,55,49,53,48,50,58,50,61,55,56,54,60,60,57,59,55.49,57,59,53,53,45,53,60,49,61,56,56,53,62,58,54,55,55.25,Low,Low,9,28,Stable Performance
54,57,53,55,53,52,51,57,61,61,48,61,53,58,50,55,54.98,60,62,70,63,58,66,59,74,72,66,61,81,72,59,63,69,65.94,Low,Low,7,46,Stable Performance
64,55,65,69,62,69,61,67,51,75,70,61,53,64,55,65,62.84,58,55,66,67,58,70,61,65,48,77,73,60,56,64,62,68,63.0,Low,Low,9,41,Stable Performance
61,54,64,63,64,59,52,64,58,52,66,69,59,70,59,57,60.62,61,60,71,62,71,69,63,63,67,50,69,76,63,72,62,63,65.12,Low,Low,8,36,Stable Performance
60,72,60,67,61,61,69,62,62,69,72,67,60,61,64,65,64.44,65,76,65,73,65,69,76,66,75,81,84,67,67,60,70,75,70.88,Low,Mid,6,68,Significant Increase Performance
57,66,63,54,58,60,62,72,64,58,63,61,64,65,68,62,62.32,57,69,70,57,58,61,76,82,71,62,64,73,68,65,74,74,67.56,Low,Low,11,34,Stable Performance
68,64,56,71,61,55,68,70,59,57,59,63,66,62,60,67,62.99,68,68,55,67,59,55,74,72,59,56,57,64,63,62,54,62,62.19,Low,Low,9,39,Stable Performance
54,61,54,58,55,55,54,62,52,52,66,61,44,53,47,51,55.01,52,73,58,67,58,60,60,64,63,57,74,64,54,58,52,52,60.38,Low,Low,8,32,Stable Performance
37,52,47,53,44,53,50,60,59,56,51,62,45,45,52,64,51.88,42,53,50,63,51,60,56,65,67,61,59,66,52,50,58,62,57.19,Low,Low,6,32,Stable Performance
57,57,51,62,63,62,55,54,51,58,52,52,56,55,55,60,56.23,54,56,48,61,62,61,51,55,52,59,53,52,56,58,60,59,56.06,Low,Low,9,35,Stable Performance
65,63,65,59,65,65,57,69,60,65,70,69,64,62,69,68,64.7,68,62,70,63,63,65,55,63,62,65,69,69,63,59,71,72,64.94,Low,Low,10,38,Stable Performance
58,57,51,62,61,67,63,68,58,67,58,65,54,62,51,60,60.02,61,63,51,62,62,71,64,79,60,72,67,75,54,57,52,61,63.19,Low,Low,7,54,Stable Performance
56,51,49,58,53,51,54,67,60,60,56,55,42,50,51,44,53.55,54,51,51,57,50,51,59,70,58,64,53,59,41,50,48,49,54.06,Low,Low,6,32,Stable Performance
55,51,61,65,66,63,56,51,52,55,56,60,56,63,60,61,58.15,56,52,61,66,64,65,58,53,53,56,58,63,55,60,59,56,58.44,Low,Low,10,39,Stable Performance
68,56,64,62,60,66,66,57,61,63,61,65,63,71,54,61,62.46,87,69,73,77,74,75,86,70,75,69,68,76,81,84,67,75,75.38,Low,Mid,6,60,Significant Increase Performance
51,59,47,57,52,52,48,53,61,55,59,64,57,53,58,53,55.0,51,58,48,57,58,53,51,54,57,55,57,60,59,51,54,48,54.44,Low,Low,6,52,Stable Performance
58,53,65,59,62,56,63,57,60,65,65,61,52,76,69,64,61.56,54,50,66,61,64,53,65,55,54,71,68,62,57,73,65,60,61.12,Low,Low,9,29,Stable Performance
57,60,58,67,62,56,58,66,68,68,64,59,44,62,60,61,60.54,56,59,57,63,62,57,54,65,70,72,69,55,49,67,60,68,61.44,Low,Low,11,35,Stable Performance
55,48,57,57,58,59,57,52,54,55,55,59,58,65,65,55,56.75,61,58,56,67,59,70,59,57,56,58,57,64,62,61,64,61,60.62,Low,Low,6,39,Stable Performance
43,68,59,58,60,60,65,54,56,64,65,65,58,57,59,63,59.53,48,68,64,62,60,67,72,64,61,64,77,76,60,57,63,65,64.25,Low,Low,10,25,Stable Performance
70,53,62,56,55,68,66,65,67,60,61,74,62,66,63,54,62.5,75,58,67,65,53,71,80,69,76,59,63,85,69,73,68,59,68.12,Low,Low,8,43,Stable Performance
55,63,71,69,70,60,73,61,66,65,65,72,62,59,66,63,65.02,53,58,77,76,65,62,72,59,65,65,66,73,64,57,65,67,65.25,Low,Low,7,33,Stable Performance
82,69,63,60,56,60,66,72,71,66,64,67,63,74,64,65,66.35,82,66,63,61,58,61,68,66,65,65,63,70,63,74,65,63,65.81,Low,Low,11,49,Stable Performance
42,52,57,48,49,57,46,58,50,51,47,55,65,57,49,59,52.75,35,53,57,45,47,59,40,62,49,51,49,56,63,60,49,56,51.94,Low,Low,10,30,Stable Performance
54,62,59,41,50,60,56,50,52,46,55,66,59,66,60,60,56.09,54,59,60,42,50,55,56,56,46,46,60,63,57,70,59,62,55.94,Low,Low,11,30,Stable Performance
72,64,62,68,70,60,59,63,67,67,55,72,59,61,58,76,64.64,71,59,58,69,66,61,61,55,66,65,49,77,64,61,61,79,63.88,Low,Low,9,29,Stable Performance
64,58,67,66,62,67,58,60,53,56,72,71,63,71,62,61,63.13,77,64,68,73,63,75,66,64,60,64,75,74,63,80,63,64,68.31,Low,Low,8,40,Stable Performance
63,62,61,68,63,66,68,65,58,56,63,62,63,62,75,56,63.24,59,63,58,65,67,68,70,63,57,54,61,64,66,58,71,62,62.88,Low,Low,6,30,Stable Performance
69,81,77,81,82,86,72,76,81,83,90,84,79,75,76,76,79.37,68,82,79,76,81,93,73,71,76,85,82,83,76,78,73,74,78.12,Mid,Mid,5,72,Stable Performance
66,64,56,61,67,65,66,65,71,64,61,58,64,51,62,62,62.64,68,72,66,70,70,61,64,73,77,73,68,66,74,53,62,66,67.69,Low,Low,8,38,Stable Performance
59,61,70,67,66,67,66,72,66,58,74,68,63,59,68,65,65.55,62,61,69,66,64,71,65,72,64,60,80,69,63,62,70,62,66.25,Low,Low,9,32,Stable Performance
73,63,61,69,69,66,68,65,66,71,68,64,72,53,75,56,66.08,76,59,63,71,71,66,70,67,64,74,65,61,74,56,80,55,67.0,Low,Low,9,37,Stable Performance
60,63,63,68,58,65,60,65,63,64,61,61,65,68,60,59,62.58,61,64,58,71,65,63,62,67,60,58,60,65,64,70,63,52,62.69,Low,Low,11,37,Stable Performance
61,58,63,54,50,56,55,58,55,62,57,59,59,59,58,61,57.85,60,55,63,60,56,59,65,58,56,63,65,61,58,56,51,66,59.5,Low,Low,6,33,Stable Performance
60,71,63,57,65,60,67,75,60,65,55,66,59,61,58,67,63.05,60,71,62,53,63,58,63,79,60,69,57,66,68,62,61,63,63.44,Low,Low,11,53,Stable Performance
61,56,52,64,52,45,58,51,61,54,59,63,50,53,56,64,56.29,58,57,52,65,47,40,52,54,68,55,57,62,55,55,55,69,56.31,Low,Low,9,29,Stable Performance
56,56,61,56,60,51,70,52,57,59,68,52,69,63,61,54,58.98,57,56,59,54,61,51,73,50,56,56,63,53,69,64,61,55,58.62,Low,Low,6,43,Stable Performance
60,54,64,53,57,55,53,61,60,64,49,63,70,55,67,56,58.81,64,52,71,58,67,64,55,58,63,65,53,65,79,64,69,72,63.69,Low,Low,6,28,Stable Performance
54,59,66,56,57,63,60,63,62,63,58,62,56,67,57,66,60.56,55,64,72,63,60,66,67,72,72,67,59,60,59,70,63,69,64.88,Low,Low,10,41,Stable Performance
70,73,69,66,63,66,70,73,77,69,67,64,74,78,78,75,70.83,78,69,73,64,62,67,76,83,85,81,74,72,79,92,81,77,75.81,Mid,Mid,4,84,Stable Performance
54,59,52,54,49,44,47,51,51,60,51,57,48,49,44,47,51.09,63,74,69,66,59,54,49,61,62,69,63,74,56,65,61,59,62.75,Low,Low,10,38,Stable Performance
66,63,68,64,62,74,63,69,61,67,68,64,52,64,70,66,65.12,67,64,62,66,64,72,60,67,60,69,68,65,47,68,69,65,64.56,Low,Low,10,51,Stable Performance
54,43,48,54,54,58,51,54,52,47,41,54,53,49,44,55,50.71,53,51,53,54,60,60,52,55,58,51,40,60,53,52,48,51,53.19,Low,Low,6,33,Stable Performance
56,60,67,47,54,57,65,49,67,58,57,57,55,63,52,59,57.82,60,58,67,45,57,57,62,46,67,55,56,52,54,60,55,57,56.75,Low,Low,7,35,Stable Performance
64,62,78,68,69,71,58,74,53,62,63,68,67,65,65,61,65.4,79,76,86,72,82,86,64,100,57,76,71,82,76,81,80,76,77.75,Low,Mid,5,72,Significant Increase Performance
53,64,64,68,56,64,59,66,65,61,59,65,64,57,54,59,61.11,51,63,65,68,59,63,56,64,62,59,61,62,63,60,51,60,60.44,Low,Low,11,49,Stable Performance
62,60,49,49,61,49,57,52,63,51,60,56,56,45,44,54,54.13,67,66,57,51,68,55,61,55,70,59,69,67,60,53,47,64,60.56,Low,Low,6,26,Stable Performance
58,51,51,59,59,56,60,51,55,65,57,57,68,49,60,65,57.51,77,62,57,68,69,62,73,62,66,83,67,71,85,58,71,71,68.88,Low,Low,6,32,Stable Performance
62,68,58,60,65,67,69,71,63,69,62,68,64,66,66,55,64.62,68,73,70,61,72,83,75,77,75,78,67,68,68,74,73,59,71.31,Low,Mid,7,66,Significant Increase Performance
51,57,48,61,61,58,51,63,67,57,59,57,59,56,56,61,57.52,47,61,48,61,57,57,50,64,69,54,60,58,62,59,53,63,57.69,Low,Low,7,25,Stable Performance
73,54,61,55,69,58,54,64,70,64,62,63,68,57,61,59,61.98,73,50,62,54,67,59,56,63,75,62,62,63,63,56,64,59,61.75,Low,Low,8,46,Stable Performance
54,59,66,63,63,61,63,56,59,61,62,62,60,58,76,65,61.7,55,63,71,59,60,61,65,55,59,60,62,63,59,58,76,65,61.94,Low,Low,10,27,Stable Performance
59,56,54,56,58,47,49,54,58,56,64,49,53,64,57,61,55.98,59,63,53,58,57,50,46,54,54,60,64,51,55,60,53,63,56.25,Low,Low,8,33,Stable Performance
81,67,70,69,61,69,75,73,74,69,67,77,68,72,72,78,71.48,76,69,69,72,60,65,76,73,71,64,71,76,68,66,72,78,70.38,Mid,Mid,4,67,Stable Performance
68,57,57,66,63,61,68,64,63,67,61,71,59,66,70,56,63.7,74,69,71,78,82,71,80,73,79,80,81,79,77,77,82,66,76.19,Low,Mid,6,74,Significant Increase Performance
48,56,56,49,46,55,56,44,44,51,53,48,53,46,39,48,49.5,44,53,56,52,49,53,54,44,48,51,55,46,51,48,35,52,49.44,Low,Low,7,40,Stable Performance
61,60,55,52,58,65,67,67,57,55,63,64,63,51,57,61,59.77,65,61,52,49,56,65,65,70,62,52,66,61,66,52,57,64,60.19,Low,Low,11,38,Stable Performance
59,61,57,58,57,60,58,57,55,57,59,58,59,63,58,53,58.19,59,63,72,62,59,67,69,64,59,70,67,64,69,68,63,55,64.38,Low,Low,8,38,Stable Performance
69,57,59,66,67,58,62,61,62,69,68,64,62,58,71,67,63.74,72,68,65,66,78,67,65,70,64,75,74,67,68,51,74,67,68.19,Low,Low,7,51,Stable Performance
53,60,56,55,58,52,54,57,54,59,65,52,48,46,55,53,54.77,55,57,58,55,59,50,57,57,57,58,61,50,50,43,54,52,54.56,Low,Low,9,40,Stable Performance
60,60,51,50,61,60,57,51,62,66,61,55,60,53,65,60,58.26,70,61,55,52,67,63,74,53,66,68,73,53,66,60,71,70,63.88,Low,Low,6,47,Stable Performance
54,61,65,61,61,56,65,59,52,61,67,61,71,65,64,62,61.56,50,63,66,67,64,61,66,54,52,62,70,58,70,69,60,64,62.25,Low,Low,10,37,Stable Performance
64,63,63,67,60,59,59,75,67,66,59,67,64,65,59,65,63.86,62,61,67,63,58,57,58,73,67,65,59,62,64,65,57,59,62.31,Low,Low,8,52,Stable Performance
52,50,58,46,57,57,50,50,53,55,53,56,63,51,45,58,53.46,52,48,59,48,56,53,48,49,50,59,53,56,62,52,50,56,53.19,Low,Low,8,46,Stable Performance
67,60,53,58,53,62,52,57,53,59,56,59,58,53,61,58,57.48,68,59,50,56,52,66,58,57,54,61,57,59,61,53,61,61,58.31,Low,Low,11,45,Stable Performance
53,69,60,57,65,67,57,59,53,57,57,59,59,60,59,52,58.81,58,80,67,58,69,78,74,67,48,65,69,66,75,64,65,47,65.62,Low,Low,10,25,Stable Performance
52,54,55,62,51,55,61,55,59,56,58,56,60,49,55,58,56.05,57,60,53,65,62,60,67,62,63,58,63,63,66,56,57,64,61.0,Low,Low,6,51,Stable Performance
71,76,67,76,66,75,73,64,70,69,72,68,67,76,68,73,70.74,75,74,62,75,67,72,71,64,71,66,70,70,66,77,69,70,69.94,Mid,Low,6,48,Significant Decrease Performance
61,70,59,59,70,60,70,66,61,53,62,63,68,70,59,66,63.5,59,74,65,64,66,61,66,71,63,55,62,65,66,70,62,64,64.56,Low,Low,6,43,Stable Performance
58,59,56,44,53,48,53,59,55,59,55,47,41,54,53,49,52.69,55,62,57,42,55,46,50,57,53,60,53,46,40,53,54,53,52.25,Low,Low,10,25,Stable Performance
56,61,64,68,66,73,59,69,65,68,62,70,66,61,65,63,64.72,58,66,73,79,72,71,67,74,70,71,64,73,67,67,73,69,69.62,Low,Low,9,27,Stable Performance
73,65,70,73,71,77,74,71,72,72,73,61,69,63,77,70,70.72,75,69,66,75,77,77,77,71,70,68,74,62,68,66,76,67,71.12,Mid,Mid,6,82,Stable Performance
64,70,67,60,65,63,56,62,64,65,58,71,65,65,67,61,63.94,66,78,66,68,70,67,60,67,70,75,58,71,67,75,70,63,68.19,Low,Low,9,51,Stable Performance
55,51,48,55,60,56,57,50,44,60,63,60,51,47,47,44,52.91,63,62,69,75,77,73,71,63,57,71,74,77,63,70,62,59,67.88,Low,Low,11,53,Stable Performance
57,66,57,59,64,56,68,68,57,55,61,56,52,64,64,58,60.02,60,70,67,60,70,66,73,73,60,55,64,64,60,72,69,63,65.38,Low,Low,11,50,Stable Performance
60,60,67,64,65,71,70,73,61,65,70,69,74,68,76,69,67.62,62,60,72,73,69,67,76,75,63,61,69,69,74,69,75,73,69.19,Low,Low,10,32,Stable Performance
62,55,57,61,65,60,56,63,46,49,60,57,59,57,59,52,57.34,69,58,54,64,64,65,61,62,55,57,65,63,69,60,68,56,61.88,Low,Low,9,39,Stable Performance
65,67,68,72,63,64,55,60,61,67,59,66,62,61,63,60,63.46,65,69,72,70,59,65,57,56,57,62,62,71,66,57,63,62,63.31,Low,Low,8,39,Stable Performance
62,55,63,61,61,66,67,65,69,67,62,62,65,67,71,70,64.57,60,56,67,58,66,64,68,67,73,68,61,65,66,68,69,70,65.38,Low,Low,11,47,Stable Performance
53,55,59,61,60,55,49,50,57,57,50,56,59,50,61,53,55.2,53,52,55,66,57,55,47,51,59,56,50,52,56,52,56,56,54.56,Low,Low,6,34,Stable Performance
66,57,55,57,59,58,59,61,59,59,51,62,59,68,55,51,58.48,69,55,60,61,60,63,67,65,74,62,58,65,66,73,62,50,63.12,Low,Low,11,31,Stable Performance
47,46,39,36,51,51,31,42,52,41,41,42,38,35,49,35,42.3,54,61,51,45,61,63,37,44,66,61,60,44,48,45,71,54,54.06,Low,Low,11,27,Stable Performance
56,59,48,50,61,58,52,61,61,56,50,53,56,54,60,47,55.12,55,73,58,58,69,67,56,66,61,61,48,49,64,59,63,52,59.94,Low,Low,11,31,Stable Performance
51,60,56,56,50,59,58,62,59,58,65,52,61,50,55,53,56.56,53,65,67,69,56,62,66,71,63,62,77,60,60,53,60,58,62.62,Low,Low,6,39,Stable Performance
58,53,54,48,52,50,56,49,60,45,50,62,52,47,55,51,52.65,65,58,59,51,66,58,66,52,67,53,56,66,49,52,55,54,57.94,Low,Low,8,25,Stable Performance
64,63,82,67,59,76,71,64,63,72,67,59,77,66,76,75,68.69,69,68,77,76,62,82,78,63,67,67,71,66,82,67,79,87,72.56,Low,Mid,6,60,Significant Increase Performance
48,58,50,44,51,55,51,51,59,53,49,56,54,40,55,55,51.7,55,54,54,50,54,59,62,52,56,61,48,60,55,47,64,56,55.44,Low,Low,10,54,Stable Performance
58,62,54,59,50,60,68,53,54,54,58,52,60,62,60,49,57.18,56,61,58,56,50,65,62,52,55,60,55,51,58,68,59,47,57.06,Low,Low,6,25,Stable Performance
66,65,65,63,62,66,70,56,66,60,60,53,59,56,58,55,61.23,63,57,60,62,59,68,71,51,68,61,60,58,60,57,56,56,60.44,Low,Low,6,47,Stable Performance
65,65,68,59,60,69,63,73,68,70,74,66,64,72,70,66,67.01,70,78,70,62,61,78,64,83,76,78,82,66,63,71,80,60,71.38,Low,Mid,5,74,Significant Increase Performance
60,52,53,53,48,53,60,55,53,52,54,57,56,51,54,55,54.15,65,57,53,64,55,55,65,59,53,57,61,72,66,56,65,49,59.5,Low,Low,8,32,Stable Performance
61,67,55,68,69,70,64,67,73,73,66,67,71,58,64,72,66.56,61,66,57,68,68,69,61,62,74,76,64,66,71,58,67,68,66.0,Low,Low,6,38,Stable Performance
65,62,53,60,57,62,56,55,50,66,58,61,60,55,54,55,57.95,68,58,52,57,59,57,58,58,51,65,62,59,60,56,51,60,58.19,Low,Low,10,35,Stable Performance
51,57,51,64,60,59,54,63,54,55,56,59,58,53,52,58,56.57,61,63,67,77,76,67,67,70,64,65,71,83,73,70,61,63,68.62,Low,Low,6,48,Stable Performance
66,60,54,61,65,71,56,60,60,69,62,58,65,60,56,58,61.5,67,62,52,58,59,68,63,58,64,69,61,61,65,59,56,57,61.19,Low,Low,7,25,Stable Performance
70,63,62,60,62,62,62,62,65,61,56,58,51,71,65,57,61.73,73,64,63,59,65,58,64,63,67,61,59,60,52,75,64,59,62.88,Low,Low,7,33,Stable Performance
56,54,65,50,58,56,61,56,48,56,52,57,64,48,53,54,55.55,53,53,66,52,60,56,61,54,46,56,51,55,69,46,54,59,55.69,Low,Low,9,29,Stable Performance
58,64,59,62,57,61,64,57,64,61,66,59,62,60,60,62,61.11,69,73,65,62,69,71,74,68,79,68,83,68,74,64,72,81,71.25,Low,Mid,5,71,Significant Increase Performance
61,52,65,49,55,58,60,66,49,56,47,58,59,66,59,63,57.65,60,53,70,50,51,55,56,69,49,59,43,57,62,66,57,63,57.5,Low,Low,9,27,Stable Performance
63,58,54,62,53,67,60,67,58,62,62,60,58,63,56,55,59.83,71,57,59,68,67,65,68,75,68,68,69,63,64,65,64,61,65.75,Low,Low,9,45,Stable Performance
70,67,64,72,62,70,64,58,73,68,63,67,61,67,51,58,64.68,79,74,64,75,62,74,67,56,77,69,69,80,65,73,54,67,69.06,Low,Low,9,43,Stable Performance
73,67,69,61,77,74,67,66,73,78,73,79,63,64,62,70,69.7,76,76,74,62,83,80,74,77,78,86,74,87,62,62,61,68,73.75,Low,Mid,5,61,Significant Increase Performance
55,53,58,60,46,51,58,51,50,59,47,52,55,51,58,51,53.47,59,57,58,64,54,57,63,55,55,58,48,58,63,61,62,62,58.38,Low,Low,9,37,Stable Performance
78,70,74,74,68,60,72,71,73,70,69,81,63,74,68,69,70.89,80,71,72,69,68,64,76,70,74,71,71,75,61,69,73,70,70.88,Mid,Mid,6,78,Stable Performance
49,46,53,57,53,51,45,53,61,48,48,47,48,37,52,46,49.65,50,43,56,54,49,53,46,53,60,51,45,49,44,36,54,45,49.25,Low,Low,6,34,Stable Performance
51,63,54,58,67,52,52,61,65,51,61,62,49,63,64,58,58.11,56,67,58,62,67,50,53,57,71,45,62,62,51,65,65,60,59.44,Low,Low,8,43,Stable Performance
69,69,63,61,58,63,66,61,52,69,64,61,67,71,49,65,63.0,68,66,62,61,60,61,63,60,55,71,68,63,66,73,52,67,63.5,Low,Low,8,49,Stable Performance
54,64,62,65,59,52,59,63,66,56,67,58,63,59,62,66,60.96,59,73,59,75,67,54,68,68,68,59,79,64,62,64,75,69,66.44,Low,Low,9,48,Stable Performance
51,53,58,69,53,67,67,56,55,53,57,50,57,64,54,56,57.47,48,45,60,68,53,65,70,54,48,49,56,52,63,69,56,52,56.75,Low,Low,7,52,Stable Performance
50,61,60,59,58,57,61,59,61,60,65,62,60,67,61,65,60.44,53,66,61,61,58,57,64,57,61,59,61,60,55,68,61,59,60.06,Low,Low,11,31,Stable Performance
61,48,64,58,57,59,56,59,55,64,57,56,53,59,58,59,57.67,66,53,61,61,57,61,66,61,67,66,67,66,61,67,56,62,62.38,Low,Low,9,29,Stable Performance
52,49,60,64,52,65,58,57,55,50,62,53,53,62,48,49,55.66,67,52,62,71,56,65,60,64,66,47,71,58,54,65,55,52,60.31,Low,Low,8,32,Stable Performance
64,66,67,63,77,63,63,60,65,67,70,57,63,66,67,64,65.18,70,68,66,73,73,70,67,68,64,76,66,62,63,67,72,62,67.94,Low,Low,8,31,Stable Performance
64,58,70,67,55,56,57,65,55,60,64,61,63,56,65,59,60.99,68,63,71,69,64,64,66,71,54,71,68,72,70,61,67,62,66.31,Low,Low,8,39,Stable Performance
55,58,57,57,53,55,57,50,54,58,50,62,63,50,63,56,56.12,54,58,56,55,46,55,62,47,54,58,54,65,62,47,66,60,56.19,Low,Low,7,32,Stable Performance
67,62,69,67,60,59,57,65,67,68,64,59,61,70,62,65,63.9,67,59,68,63,60,57,58,63,67,66,64,57,59,69,62,66,62.81,Low,Low,10,42,Stable Performance
